minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
780,good,3.616154297,5.54,2.29,2.68,6.53,11.07,3.21,8.54,8.53,4.84,33.8,89.3
781,good,3.660761658,5.59,2.33,2.7,6.45,11.2,3.19,9.61,8.5,4.53,33.8,89.2
782,good,3.660761658,5.61,2.35,2.72,6.45,11.2,3.21,9.39,8.57,4.93,33.8,89.4
783,good,3.660761658,5.56,2.3,2.7,6.45,11.11,3.21,9.73,8.53,4.74,33.7,89.5
784,good,3.660761658,5.59,2.35,2.7,6.37,11.2,3.21,9.73,8.6,4.84,33.8,89.5
785,good,3.660761658,5.56,2.36,2.7,6.4,10.98,3.21,8.47,8.47,5,33.7,89.6
786,good,3.660761658,5.59,2.32,2.72,6.37,11.07,3.19,8.75,8.4,5,33.7,89.6
787,good,3.660761658,5.64,2.36,2.73,6.42,10.85,3.19,8.41,8.27,4.95,33.7,89.6
788,good,3.660761658,5.49,2.33,2.7,6.29,10.72,3.16,8.85,8.17,4.76,33.7,89.8
789,good,3.660761658,5.52,2.35,2.73,6.34,10.51,3.14,9.61,7.76,4.91,33.7,90
790,good,3.660761658,5.45,2.29,2.72,6.29,10.76,3.12,8.58,7.73,4.82,33.7,89.9
791,good,3.660761658,5.45,2.33,2.68,6.32,10.89,3.16,9.65,7.76,4.87,33.7,90
792,good,3.660761658,5.49,2.29,2.72,6.34,10.76,3.14,9.43,7.73,4.89,33.7,90.1
793,good,3.660761658,5.54,2.32,2.73,6.32,11.02,3.11,8.71,7.55,4.87,33.7,90.1
794,good,3.660761658,5.49,2.3,2.7,6.29,10.85,3.11,9.43,7.58,4.87,33.7,90.1
795,good,3.660761658,5.49,2.29,2.72,6.32,10.98,3.12,9.28,7.55,4.89,33.7,90
796,good,3.660761658,5.49,2.29,2.72,6.27,10.89,3.16,9.65,7.52,4.89,33.7,90.1
797,good,3.660761658,5.49,2.32,2.72,6.32,10.94,3.11,8.68,7.43,4.8,33.7,90.1
798,good,3.660761658,5.52,2.29,2.73,6.27,10.85,3.14,9.31,7.37,4.87,33.7,90.1
799,good,3.660761658,5.54,2.35,2.76,6.29,10.98,3.16,9.5,7.31,4.76,33.7,90.2
800,good,3.660761658,5.54,2.3,2.78,6.37,10.98,3.19,9.58,7.31,4.8,33.7,90.2
801,good,3.660761658,5.59,2.32,2.78,6.29,11.11,3.21,9.77,7.23,4.87,33.7,90.2
802,good,3.660761658,5.49,2.29,2.78,6.29,10.76,3.22,9.88,7.23,4.7,33.7,90.2
803,good,3.660761658,5.52,2.33,2.78,6.29,10.59,3.22,8.64,7.11,4.95,33.7,90.2
804,good,3.660761658,5.47,2.29,2.76,6.27,10.68,3.19,9.58,6.97,5,33.7,90.2
805,good,3.660761658,5.45,2.29,2.78,6.22,10.55,3.21,8.88,7.14,4.87,33.7,90.3
806,good,3.660761658,5.42,2.3,2.78,6.24,10.55,3.14,8.21,6.64,4.8,33.7,90.4
807,good,3.660761658,5.47,2.27,2.76,6.22,10.59,3.24,9.31,6.67,4.87,33.7,90.4
808,good,3.660761658,5.4,2.27,2.8,6.29,10.55,3.24,8.75,6.67,4.74,33.7,90.5
809,good,3.660761658,5.4,2.27,2.78,6.29,10.51,3.26,8.64,6.56,4.74,33.7,90.5
810,good,3.660761658,5.42,2.27,2.78,6.22,10.59,3.19,9.85,6.51,4.8,33.7,90.5
811,good,3.660761658,5.38,2.29,2.8,6.29,10.63,3.24,8.64,6.43,4.78,33.7,90.5
812,good,3.660761658,5.35,2.27,2.78,6.19,10.68,3.16,8.71,6.35,4.76,33.7,90.5
813,good,3.660761658,5.38,2.27,2.78,6.19,10.51,3.29,9.24,6.32,4.8,33.6,90.5
814,good,3.660761658,5.4,2.27,2.76,6.16,10.51,3.24,8.31,6.22,4.84,33.7,90.5
815,good,3.660761658,5.4,2.26,2.8,6.22,10.43,3.29,8.41,6.4,4.8,33.7,90.6
816,good,3.660761658,5.42,2.3,2.81,6.19,10.43,3.31,8.61,6.2,4.82,33.7,90.6
817,good,3.660761658,5.42,2.27,2.78,6.14,10.26,3.27,9.81,6.17,4.78,33.7,90.7
818,good,3.660761658,5.42,2.27,2.8,6.11,10.3,3.27,9.81,6.12,4.84,33.7,90.6
819,good,3.660761658,5.38,2.3,2.76,6.16,10.51,3.29,10.75,6.15,4.78,33.7,90.5
820,good,3.660761658,5.38,2.24,2.78,6.16,10.3,3.32,8.41,6.17,4.76,33.6,90.3
821,good,3.660761658,5.45,2.24,2.8,6.09,10.43,3.29,8.71,6.04,4.74,33.6,90.4
822,good,3.660761658,5.42,2.27,2.8,6.11,10.43,3.32,8.54,6.09,4.35,33.7,90.5
823,good,3.660761658,5.47,2.29,2.8,6.14,9.98,3.32,8.64,5.99,4.67,33.6,90.6
824,good,3.660761658,5.45,2.26,2.76,6.04,10.22,3.17,9.85,6.02,4.33,33.6,90.4
825,good,3.660761658,5.45,2.27,2.8,6.04,10.06,3.29,9.85,5.95,4.65,33.6,90.4
826,good,3.660761658,5.4,2.24,2.8,6.04,9.9,3.27,8.81,5.85,4.78,33.6,90.5
827,good,3.660761658,5.35,2.23,2.8,6.06,9.86,3.31,10.16,5.73,4.65,33.7,90.6
828,good,3.660761658,5.28,2.26,2.78,6.04,9.79,3.27,9.65,5.63,4.78,33.6,90.7
829,good,3.660761658,5.26,2.26,2.76,5.99,10.06,3.34,11.29,5.63,4.63,33.6,90.8
830,good,3.660761658,5.31,2.23,2.8,6.04,9.94,3.29,9.69,5.58,4.74,33.6,90.7
831,good,3.660761658,5.28,2.27,2.78,6.06,9.71,3.27,8.61,5.58,4.67,33.6,90.8
832,good,3.660761658,5.28,2.23,2.76,6.01,9.79,3.26,9.17,5.51,4.76,33.6,90.8
833,good,3.660761658,5.26,2.24,2.78,6.06,9.52,3.27,8.21,5.47,4.65,33.6,90.8
834,good,3.660761658,5.24,2.23,2.78,6.01,9.67,3.34,9.54,5.44,4.76,33.6,90.7
835,good,3.660761658,5.22,2.26,2.76,5.99,9.52,3.24,8.58,5.44,4.8,33.6,90.7
836,good,3.660761658,5.24,2.23,2.78,5.96,9.52,3.26,9.96,5.4,4.76,33.6,90.8
837,good,3.660761658,5.26,2.26,2.81,5.99,9.26,3.24,8.47,5.37,4.7,33.6,90.9
838,good,3.660761658,5.26,2.23,2.8,5.96,9.3,3.26,8.99,5.35,4.72,33.6,90.8
839,good,3.660761658,5.1,2.2,2.78,5.91,8.27,3.17,11.38,5.02,4.67,33.6,90.9
840,good,3.660761658,5.1,2.24,2.78,5.89,8.56,3.19,9.46,4.87,4.65,33.6,90.9
841,good,3.694547972,5.1,2.21,2.8,5.86,8.94,3.17,8.34,4.87,4.53,33.6,91
842,good,3.694547972,5.06,2.2,2.75,5.79,9.05,3.14,9.69,4.91,4.53,33.6,91
843,good,3.694547972,5.1,2.24,2.76,5.84,9.12,3.17,9.17,4.95,4.51,33.6,91
844,good,3.694547972,5.08,2.21,2.78,5.79,9.19,3.17,9.31,4.93,4.61,33.6,91
845,good,3.694547972,5.08,2.2,2.78,5.79,8.73,3.17,9.73,4.97,4.61,33.6,91.1
846,good,3.694547972,5.13,2.21,2.76,5.79,8.91,3.19,9.17,4.99,4.7,33.6,91.2
847,good,3.694547972,5.13,2.18,2.76,5.77,8.6,3.16,8.47,4.91,4.7,33.6,91.1
848,good,3.694547972,5.13,2.2,2.75,5.79,8.43,3.17,9.31,4.91,4.57,33.6,91.1
849,good,3.694547972,5.15,2.21,2.76,5.82,8.24,2.91,9.17,4.93,4.59,33.6,91.2
850,good,3.694547972,5.19,2.2,2.76,5.74,8.14,3.17,9.13,4.95,4.61,33.5,91
851,good,3.694547972,5.19,2.21,2.8,5.82,7.95,3.19,9.39,4.95,4.59,33.6,91.1
852,good,3.694547972,5.15,2.23,2.78,5.74,7.74,3.17,9.31,4.95,4.63,33.6,91.1
853,good,3.694547972,5.22,2.2,2.78,5.82,7.32,3.19,9.28,4.89,4.55,33.6,91.2
854,good,3.694547972,5.17,2.18,2.8,5.79,7.07,3.16,9.24,4.87,4.57,33.6,91.2
855,good,3.694547972,5.17,2.2,2.76,5.72,7.04,3.14,8.61,4.8,4.59,33.5,91
856,good,3.694547972,5.19,2.18,2.8,5.77,6.96,3.19,8.44,4.82,4.59,33.5,91.1
857,good,3.694547972,5.1,2.2,2.76,5.72,6.8,3.19,8.71,4.84,4.55,33.5,91.2
858,good,3.694547972,5.15,2.17,2.78,5.74,6.56,3.19,8.38,4.8,4.57,33.5,91.2
859,good,3.694547972,5.17,2.26,2.78,5.72,6.38,3.24,10.04,4.8,4.65,33.6,91.3
860,good,3.694547972,5.19,2.24,2.8,5.7,6.01,3.19,9.17,4.8,4.59,33.5,91.4
861,good,3.694547972,5.13,2.2,2.76,5.65,6.2,3.14,9.13,4.7,4.65,33.5,91.4
862,good,3.694547972,5.1,2.23,2.78,5.7,5.73,3.14,9.17,4.67,4.59,33.5,91.5
863,good,3.694547972,5.1,2.21,2.73,5.65,5.57,3.14,9.5,4.67,4.57,33.5,91.5
864,good,3.694547972,5.1,2.2,2.73,5.62,5.41,3.17,9.13,4.59,4.59,33.5,91.5
865,good,3.694547972,5.1,2.21,2.78,5.7,5.43,3.17,9.2,4.67,4.43,33.5,91.5
866,good,3.694547972,5.13,2.17,2.76,5.62,5.3,3.16,9.54,4.67,4.61,33.5,91.5
867,good,3.694547972,5.15,2.14,2.76,5.6,5,3.16,8.34,4.67,4.61,33.5,91.5
868,good,3.694547972,5.15,2.18,2.75,5.62,4.68,3.19,9.2,4.63,4.74,33.5,91.6
869,good,3.694547972,5.15,2.2,2.75,5.41,4.78,3.21,9.35,4.59,5.57,33.5,91.6
870,good,3.694547972,5.19,2.16,2.76,5.6,4.7,3.14,9.13,4.63,5.57,33.5,91.6
871,good,3.694547972,5.17,2.17,2.76,5.6,4.64,3.16,8.21,4.57,5.5,33.5,91.6
872,good,3.694547972,5.15,2.14,2.76,5.62,4.29,3.19,7.84,4.57,5.52,33.5,91.7
873,good,3.694547972,5.13,2.17,2.75,5.55,4.09,3.17,9.24,4.57,5.52,33.5,91.6
874,good,3.694547972,5.17,2.18,2.75,5.6,4.06,3.24,8.61,4.55,5.5,33.5,91.7
875,good,3.694547972,5.17,2.16,2.76,5.6,3.93,3.17,8.31,4.49,5.36,33.5,91.7
876,good,3.694547972,5.15,2.17,2.75,5.58,3.84,3.14,8.25,4.49,5.38,33.5,91.7
877,good,3.694547972,5.1,2.18,2.73,5.62,3.72,3.16,8.34,4.47,5.31,33.5,91.7
878,good,3.694547972,5.06,2.16,2.76,5.6,3.64,3.14,8.99,4.43,5.38,33.5,91.7
879,good,3.694547972,5.13,2.14,2.73,5.67,3.48,3.16,8.92,4.49,5.38,33.5,91.7
880,good,3.694547972,5.15,2.14,2.75,5.65,3.48,3.12,9.06,4.37,5.38,33.5,91.4
881,good,3.694547972,5.08,2.14,2.73,5.58,3.57,3.12,8.88,4.43,5.36,33.4,91.4
882,good,3.694547972,5.1,2.14,2.76,5.6,3.39,3.14,8.99,4.35,5.24,33.4,91.5
883,good,3.694547972,5.08,2.14,2.73,5.55,3.35,3.11,8.25,4.37,5.31,33.4,91.6
884,good,3.694547972,5.06,2.16,2.73,5.55,3.28,2.91,8.92,4.33,5.52,33.4,91.6
885,good,3.694547972,5.06,2.14,2.73,5.53,3.17,3.12,8.05,4.37,5.54,33.4,91.7
886,good,3.694547972,5.04,2.17,2.73,5.6,3.13,3.16,8.09,4.33,5.66,33.4,91.7
887,good,3.694547972,5.1,2.16,2.75,5.55,3.08,3.14,7.96,4.35,5.47,33.4,91.8
888,good,3.694547972,5.1,2.16,2.78,5.55,2.99,3.12,7.65,4.33,5.59,33.4,91.8
889,good,3.694547972,5.04,2.13,2.75,5.53,2.87,3.17,9.17,4.33,5.54,33.4,91.8
890,good,3.694547972,5.04,2.17,2.75,5.51,2.82,3.16,9.1,4.27,5.45,33.4,91.9
891,good,3.694547972,4.97,2.16,2.73,5.48,2.73,3.04,7.87,4.15,5.47,33.4,91.9
892,good,3.694547972,4.97,2.16,2.73,5.51,2.76,3.11,8.51,4.17,5.4,33.4,91.9
893,good,3.694547972,4.99,2.17,2.72,5.46,2.77,3.11,7.9,4.17,5.43,33.4,91.9
894,good,3.694547972,4.99,2.18,2.73,5.48,2.77,3.11,9.13,4.25,5.43,33.4,92
895,good,3.694547972,4.97,2.17,2.73,5.46,2.67,3.12,9.02,4.13,5.33,33.4,92
896,good,3.694547972,4.97,2.18,2.75,5.48,2.64,3.14,8.02,4.13,5.61,33.4,92
897,good,3.694547972,4.95,2.11,2.73,5.46,2.55,3.12,9.06,4.15,5.45,33.4,92.1
898,good,3.694547972,4.97,2.08,2.72,5.44,2.49,3.14,7.57,4.15,5.47,33.4,92.1
899,good,3.694547972,4.99,2.59,2.73,5.46,2.36,3.14,7.96,4.11,5.38,33.4,92.1
900,good,3.694547972,5.02,2.11,2.75,5.46,2.34,3.14,7.71,4.15,5.47,33.4,92
901,acceptable,4.762221989,4.95,2.1,2.7,5.44,2.28,3.11,8.85,4.09,5.04,33.4,92
902,acceptable,4.762221989,4.95,2.08,2.72,5.39,2.23,3.12,8.81,4.09,5.47,33.4,92
903,acceptable,4.762221989,5.02,2.06,2.75,5.41,2.17,3.14,9.06,4.09,5.5,33.4,92.1
904,acceptable,4.762221989,4.95,2.01,2.73,5.44,2.11,3.16,8.18,4.11,5.5,33.4,92.1
905,acceptable,4.762221989,4.97,2.07,2.72,5.37,2.07,3.16,7.96,4.09,5.52,33.4,92.1
906,acceptable,4.762221989,4.91,2.03,2.73,5.39,2.06,3.11,7.96,4.04,5.61,33.3,92.1
907,acceptable,4.762221989,4.97,2.06,2.73,5.39,2.03,3.11,8.61,4.06,5.47,33.3,92.1
908,acceptable,4.762221989,4.95,2.07,2.73,5.32,1.96,3.08,8.75,4.04,4.45,33.4,92.1
909,acceptable,4.762221989,4.8,2.01,2.73,5.19,1.91,3.04,8.64,3.94,4.51,33.3,92.1
910,acceptable,4.762221989,4.75,2.07,2.72,5.28,1.89,3.06,7.62,3.91,4.55,33.4,92.2
911,acceptable,4.762221989,4.73,2.04,2.72,5.3,1.87,3.08,7.68,3.92,4.55,33.3,92.2
912,acceptable,4.762221989,4.82,2.01,2.75,5.3,1.9,3.08,7.57,3.96,4.47,33.3,92.2
913,acceptable,4.762221989,4.78,2.07,2.7,5.25,1.78,3.09,8.28,3.92,4.53,33.3,92.2
914,acceptable,4.762221989,4.84,1.63,2.73,5.23,1.78,3.16,8.85,3.94,4.55,33.3,92.3
915,acceptable,4.762221989,4.82,2.06,2.73,5.25,1.73,3.06,7.93,3.92,4.55,33.3,92.3
916,acceptable,4.762221989,4.8,2.07,2.68,5.25,1.68,3.04,7.71,3.89,4.47,33.3,92.3
917,acceptable,4.762221989,4.75,2.04,2.73,5.32,1.68,3.04,8.21,3.85,4.59,33.3,92.3
918,acceptable,4.762221989,4.78,2.04,2.72,5.25,1.71,3.01,8.18,3.85,4.55,33.3,92.4
919,acceptable,4.762221989,4.78,2.07,2.75,5.28,1.68,2.99,8.61,3.87,4.59,33.3,92.4
920,acceptable,4.762221989,4.75,2.07,2.7,5.3,1.64,3.03,7.6,3.83,4.53,33.3,92.4
921,acceptable,4.762221989,4.8,2.1,2.7,5.25,1.64,3.06,7.78,3.87,4.67,33.3,92.4
922,acceptable,4.762221989,4.82,2.07,2.73,5.25,1.64,3.04,7.71,3.89,5.29,33.3,92.4
923,acceptable,4.762221989,4.82,2.04,2.73,5.21,1.59,3.06,8.47,3.89,4.45,33.3,92.4
924,acceptable,4.762221989,4.84,2.1,2.73,5.16,1.57,3.03,7.68,3.85,4.29,33.3,92.5
925,acceptable,4.762221989,4.8,2.1,2.72,5.21,1.51,3.08,8.51,3.89,4.49,33.3,92.5
926,acceptable,4.762221989,4.78,2.08,2.73,5.05,1.5,3.03,7.87,3.81,4.47,33.2,92.4
927,acceptable,4.762221989,4.82,2.1,2.73,5.12,1.51,3.04,8.18,3.85,4.61,33.2,92.4
928,acceptable,4.762221989,4.78,2.1,2.75,5.14,1.46,3.03,8.71,3.87,4.55,33.2,92.3
929,acceptable,4.762221989,4.8,2.08,2.73,5.16,1.46,3.04,8.12,3.87,4.57,33.2,92.4
930,acceptable,4.762221989,4.82,2.14,2.7,5.14,1.46,3.01,8.75,3.85,4.55,33.3,92.5
931,acceptable,4.762221989,4.84,2.06,2.73,5.16,1.42,3.09,8.64,3.85,4.65,33.2,92.5
932,acceptable,4.762221989,4.86,2.11,2.68,5.12,1.43,3.04,8.44,3.87,4.49,33.2,92.5
933,acceptable,4.762221989,4.88,2.13,2.7,5.12,1.4,3.06,7.65,3.85,4.45,33.2,92.5
934,acceptable,4.762221989,4.84,2.11,2.72,5.14,1.37,3.03,7.65,3.83,4.47,33.2,92.5
935,acceptable,4.762221989,4.86,2.14,2.7,5.12,1.39,3.03,8.78,3.83,4.57,33.2,92.5
936,acceptable,4.762221989,4.86,2.16,2.73,5.14,1.34,3.06,7.87,3.79,4.53,33.2,92.5
937,acceptable,4.762221989,4.88,2.08,2.73,5.1,1.37,3.04,7.99,3.79,4.55,33.2,92.6
938,acceptable,4.762221989,4.8,2.1,2.72,5.14,1.32,3.06,7.39,3.83,4.55,33.2,92.6
939,acceptable,4.762221989,4.8,2.08,2.7,5.14,1.3,3.04,8.58,3.79,4.55,33.2,92.6
940,acceptable,4.762221989,4.78,2.08,2.72,5.07,1.3,3.03,7.62,3.79,4.55,33.2,92.6
941,acceptable,4.762221989,4.78,2.1,2.72,5.07,1.29,3.04,7.54,3.83,4.59,33.2,92.6
942,acceptable,4.762221989,4.63,2.08,2.7,4.4,1.28,3.03,8.41,3.78,4.49,33.2,92.6
943,acceptable,4.762221989,4.61,2.11,2.73,4.86,1.29,2.98,7.75,3.72,4.45,33.2,92.6
944,acceptable,4.762221989,4.65,1.98,2.73,4.99,1.29,2.98,7.54,3.68,4.53,33.2,92.6
945,acceptable,4.762221989,4.67,2.1,2.72,5.01,1.27,2.99,8.18,3.7,4.55,33.2,92.7
946,acceptable,4.762221989,4.61,2.08,2.68,4.86,1.26,2.96,7.96,3.68,5.27,33.2,92.7
947,acceptable,4.762221989,4.65,2.07,2.7,4.99,1.27,2.96,7.51,3.68,5.17,33.2,92.7
948,acceptable,4.762221989,4.65,2.1,2.7,5.07,1.24,2.99,7.78,3.7,5.2,33.2,92.8
949,acceptable,4.762221989,4.67,2.06,2.72,5.07,1.24,3.01,7.51,3.68,5.2,33.2,92.8
950,acceptable,4.762221989,4.73,2.08,2.72,5.07,1.25,3.01,7.99,3.72,5.17,33.2,92.8
951,acceptable,4.762221989,4.67,2.1,2.7,5.07,1.22,3.01,7.51,3.72,5.33,33.2,92.8
952,acceptable,4.762221989,4.67,2.06,2.68,5.03,1.23,2.99,7.84,3.56,5.11,33.1,92.7
953,acceptable,4.762221989,4.73,2.04,2.68,5.03,1.23,3.01,7.6,3.56,4.51,33.2,92.8
954,acceptable,4.762221989,4.73,2.06,2.72,5.07,1.23,3.01,8.28,3.61,4.59,33.2,92.8
955,acceptable,4.762221989,4.67,2.07,2.7,5.03,1.22,2.91,7.48,3.58,4.49,33.1,92.8
956,acceptable,4.762221989,4.57,2.04,2.68,5.03,1.2,2.91,7.57,3.47,4.93,33.1,92.8
957,acceptable,4.762221989,4.59,2.08,2.68,5.1,1.19,2.96,8.44,3.6,4.57,33.1,92.8
958,acceptable,4.762221989,4.59,2.04,2.72,5.12,1.18,2.96,7.54,3.52,4.57,33.1,92.8
959,acceptable,4.762221989,4.61,2.07,2.68,5.07,1.19,2.96,7.45,3.49,4.53,33.2,92.9
960,acceptable,4.762221989,4.63,2.04,2.72,5.1,1.18,2.96,7.81,3.58,4.45,33.1,92.8
961,acceptable,4.869449297,4.63,2.06,2.7,5.03,1.19,2.95,7.84,3.51,4.95,33.1,92.8
962,acceptable,4.869449297,4.52,2,2.7,5.05,1.2,2.95,7.51,3.54,4.45,33.1,92.9
963,acceptable,4.869449297,4.54,2.01,2.7,5.1,1.17,2.95,8.44,3.61,5.15,33.1,92.9
964,acceptable,4.869449297,4.57,2.01,2.7,5.07,1.17,2.98,7.71,3.56,4.91,33.1,92.9
965,acceptable,4.869449297,4.61,2,2.72,5.05,1.17,2.96,7.39,3.54,5.54,33.1,92.9
966,acceptable,4.869449297,4.63,2.01,2.7,4.99,1.18,2.96,8.12,3.54,5.2,33,92.9
967,acceptable,4.869449297,4.65,2.01,2.7,4.94,1.18,2.98,7.71,3.52,4.98,33,92.9
968,acceptable,4.869449297,4.65,1.97,2.7,4.9,1.15,2.93,7.3,3.58,5.15,33.1,93
969,acceptable,4.869449297,4.67,2.03,2.7,4.92,1.15,2.96,8.15,3.58,5.17,33,92.9
970,acceptable,4.869449297,4.69,2.04,2.68,4.88,1.13,2.96,7.84,3.56,5.22,33,92.9
971,acceptable,4.869449297,4.65,2.03,2.68,4.9,1.12,2.99,8.34,3.6,5.13,33,92.9
972,acceptable,4.869449297,4.73,1.98,2.68,4.81,1.14,2.95,8.34,3.6,5.24,33,93
973,acceptable,4.869449297,4.69,2,2.7,4.81,1.14,2.95,7.65,3.61,5.22,33,93
974,acceptable,4.869449297,4.69,2,2.7,4.88,1.12,2.96,7.45,3.6,5.17,33,93
975,acceptable,4.869449297,4.65,2.04,2.68,4.86,1.08,2.93,7.36,3.56,5.17,33,93
976,acceptable,4.869449297,4.67,2.01,2.7,4.79,1.11,2.9,8.18,3.54,5.17,33,93
977,acceptable,4.869449297,4.67,2.03,2.7,4.81,1.1,2.88,7.25,3.52,5.33,33,93
978,acceptable,4.869449297,4.59,2.03,2.68,4.81,1.09,2.9,7.13,3.52,5.13,33,93
979,acceptable,4.869449297,4.65,2.07,2.7,4.84,1.09,2.91,7.68,3.51,5.13,33,93.1
980,acceptable,4.869449297,4.61,2.07,2.68,4.84,1.07,2.88,7.3,3.54,5.22,33,93.1
981,acceptable,4.869449297,4.63,2.04,2.7,4.79,1.1,2.87,7.3,3.51,5.11,33,93.1
982,acceptable,4.869449297,4.59,2.07,2.7,4.81,1.08,2.85,7.87,3.45,5.02,33,93
983,acceptable,4.869449297,4.63,2.07,2.7,4.77,1.09,2.87,7.54,3.45,5.31,33,93.1
984,acceptable,4.869449297,4.59,2.01,2.7,4.77,1.08,2.88,7.93,3.47,5.22,33,93.1
985,acceptable,4.869449297,4.65,2.07,2.84,4.81,1.08,2.91,7.28,3.51,5.27,33,93.1
986,acceptable,4.869449297,4.63,2.07,2.67,4.75,1.1,2.88,7.9,3.47,5.24,33,93.1
987,acceptable,4.869449297,4.57,2.06,2.72,4.63,1.07,2.91,7.62,3.49,4.15,33,93.1
988,acceptable,4.869449297,4.5,2.01,2.72,4.71,1.06,2.87,7.9,3.51,5,33,93.1
989,acceptable,4.869449297,4.52,2.03,2.68,4.65,1.05,2.87,7.22,3.45,4.98,33,93.1
990,acceptable,4.869449297,4.5,2.08,2.68,4.65,1.05,2.87,7.22,3.47,5.04,33,93.1
991,acceptable,4.869449297,4.57,2.06,2.72,4.73,1.04,2.87,7.28,3.44,4.11,33,93.1
992,acceptable,4.869449297,4.54,2.1,2.7,4.75,1.05,2.87,7.16,3.4,5.24,33,93.1
993,acceptable,4.869449297,4.52,2.1,2.72,4.73,1.04,2.84,8.15,3.42,4.17,33,93.2
994,acceptable,4.869449297,4.5,2.07,2.7,4.73,1.06,2.85,7.96,3.38,5.06,33,93.2
995,acceptable,4.869449297,4.5,2.06,2.68,4.73,1.03,2.73,9.1,3.4,4.15,33,93.2
996,acceptable,4.869449297,4.52,2.04,2.68,4.75,1.06,2.82,7.08,3.4,4.31,33,93.2
997,acceptable,4.869449297,4.38,2.01,2.68,4.69,1.03,2.84,7.08,3.4,4.09,33,93.2
998,acceptable,4.869449297,4.48,2.07,2.7,4.75,1.04,2.85,7.25,3.4,4.11,32.9,93.2
999,acceptable,4.869449297,4.46,2.08,2.67,4.73,1.03,2.85,8.15,3.37,4.21,33,93.2
1000,acceptable,4.869449297,4.54,2.08,2.68,4.67,1.06,2.82,7.51,3.44,4.19,32.9,93.2
1001,acceptable,4.869449297,4.48,2.01,2.68,4.63,1.03,2.79,7.54,3.37,4.15,32.9,93.2
1002,acceptable,4.869449297,4.4,2.04,2.65,4.67,1.03,2.79,7.13,3.37,5.02,33,93.2
1003,acceptable,4.869449297,4.38,2.03,2.68,4.71,1.02,2.79,7.75,3.35,4.11,32.9,93.2
1004,acceptable,4.869449297,4.36,2.01,2.65,4.71,1.03,2.79,7.16,3.35,4.19,32.9,93.2
1005,acceptable,4.869449297,4.38,1.53,2.68,4.73,1.02,2.8,7.75,3.35,5.06,32.9,93.2
1006,acceptable,4.869449297,4.46,1.98,2.68,4.73,1.04,2.79,7.99,3.33,5.2,32.9,93.2
1007,acceptable,4.869449297,4.4,2,2.68,4.65,1.02,2.82,7.78,3.35,3.94,32.9,93.2
1008,acceptable,4.869449297,4.46,2,2.67,4.67,1.04,2.8,7.51,3.38,5.02,32.9,93.2
1009,acceptable,4.869449297,4.36,1.98,2.68,4.65,1.04,2.79,7.13,3.35,4.07,32.9,93.2
1010,acceptable,4.869449297,4.34,2.03,2.65,4.65,1.01,2.77,8.02,3.32,4.01,32.9,93.2
1011,acceptable,4.869449297,4.38,2,2.64,4.6,1.03,2.77,7.16,3.35,3.99,32.9,93.3
1012,acceptable,4.869449297,4.42,1.98,2.68,4.65,1.03,2.79,7.08,3.33,4.03,32.9,93.2
1013,acceptable,4.869449297,4.4,1.98,2.64,4.6,1.01,2.79,7.62,3.32,3.99,32.9,93.2
1014,acceptable,4.869449297,4.46,2.01,2.65,4.67,1,2.79,6.83,3.3,4.03,32.9,93.3
1015,acceptable,4.869449297,4.44,2.01,2.65,4.63,1.03,2.76,7,3.35,3.97,32.9,93.3
1016,acceptable,4.869449297,4.42,2.01,2.64,4.63,1.03,2.73,6.75,3.28,5.13,32.9,93.3
1017,acceptable,4.869449297,4.42,1.96,2.67,4.71,1,2.77,6.97,3.28,5.11,32.9,93.3
1018,acceptable,4.869449297,4.38,2.01,2.65,4.71,1,2.79,6.7,3.3,4.29,32.9,93.3
1019,acceptable,4.869449297,4.4,1.97,2.67,4.67,1.02,2.76,7.08,3.28,4.31,32.9,93.3
1020,acceptable,4.869449297,4.4,1.96,2.67,4.65,1.04,2.73,6.91,3.26,4.29,32.9,93.3
1021,acceptable,4.914703902,4.42,1.97,2.64,4.63,1.03,2.73,7.05,3.26,4.91,32.9,93.3
1022,acceptable,4.914703902,4.34,2,2.64,4.63,1.03,2.74,7,3.25,4.09,32.9,93.3
1023,acceptable,4.914703902,4.38,1.97,2.67,4.67,1.02,2.74,8.02,3.26,5.09,32.9,93.3
1024,acceptable,4.914703902,4.42,1.98,2.67,4.6,1.03,2.73,7.02,3.26,5.24,32.8,93.3
1025,acceptable,4.914703902,4.26,1.94,2.65,4.58,1.02,2.74,7.62,3.25,5.09,32.8,93.3
1026,acceptable,4.914703902,4.28,1.98,2.68,4.63,1,2.76,7.68,3.25,3.99,32.8,93.3
1027,acceptable,4.914703902,4.36,1.98,2.67,4.6,1.03,2.73,7.11,3.28,5.04,32.8,93.3
1028,acceptable,4.914703902,4.42,1.97,2.67,4.63,1,2.76,7.05,3.28,5.04,32.8,93.3
1029,acceptable,4.914703902,4.42,1.94,2.65,4.67,1.02,2.79,7.05,3.3,4.78,32.8,93.3
1030,acceptable,4.914703902,4.5,1.94,2.65,4.67,1.03,2.77,7.75,3.28,4.72,32.8,93.3
1031,acceptable,4.914703902,4.48,1.98,2.65,4.69,1,2.8,6.91,3.3,4.95,32.8,93.3
1032,acceptable,4.914703902,4.52,2.04,2.62,4.67,1.01,2.8,7.11,3.3,5.02,32.8,93.3
